Customer Code,Capacity in KW,State,District,Latitude,Longitude,Total Cost (Rs),CFA (Rs),Commissioning Date(installation date),Approval Number,Financial Year,Installed by Agency
36299,20.00,NCT OF DELHI,New Delhi,28.639536091344,77.288088798522,0,0.00,02-06-2016,---,---,SGP Energy
36282,65.00,PUNJAB,Sahibzada Ajit Singh Nagar,28.609391423822,77.203147429972,0,0.00,20-08-2016,---,---,SGP Energy
36281,243.00,TELANGANA,Medak,17.4869582,78.386104100000,0,0.00,23-05-2016,---,---,Sure Energy Systems Private Limited
36279,5.00,KERALA,Kozhikode,11.251859083712,75.789584219455,0,0.00,18-05-2017,---,---,SIRET SOLAR PVT LTD
36278,5.00,PUNJAB,Ludhiana,30.907462675572,75.772157907485,0,0.00,15-08-2015,---,---,SGP Energy
36277,2.00,GUJARAT,Surat,21.175532103321,72.784253214485,0,0.00,13-08-2016,---,---,Ravi Solar Energy
36275,10.00,MAHARASHTRA,Thane,19.187239854105,73.087100281845,782500,0.00,30-05-2017,---,---,Indus Instruments Pvt Ltd
36270,1.50,TAMIL NADU,Chennai,13.0065722,80.241906200000,0,0.00,19-01-2017,---,---,Cygni Energy Private Limited
36267,10.00,TAMIL NADU,Chennai,13.0065722,80.241906200000,0,0.00,05-12-2016,---,---,Cygni Energy Private Limited
36265,20.00,DAMAN and DIU,Daman,20.387202336985,72.881588004820,0,0.00,16-03-2017,---,---,Parimal Clean Energy Systems Pvt. Limited
36263,2.00,MAHARASHTRA,Thane,19.201110376621,73.109807498785,0,0.00,16-03-2017,---,---,TITLIS ENGG & PROJECTS PRIVATE LIMITED
36260,10.08,HARYANA,Faridabad,28.4586615,77.3109035,0,0.00,04-04-2017,---,---,Havells India Limited
36256,40.00,DAMAN and DIU,Daman,20.453036662817,72.858779277303,0,0.00,03-01-2017,---,---,Parimal Clean Energy Systems Pvt. Limited
36253,10.00,DAMAN and DIU,Daman,20.416833122334,72.836188933724,0,0.00,01-02-2017,---,---,Parimal Clean Energy Systems Pvt. Limited
36252,15.00,DAMAN and DIU,Daman,20.416380528112,72.836105784590,0,0.00,04-02-2017,---,---,Parimal Clean Energy Systems Pvt. Limited
36250,30.00,DAMAN and DIU,Daman,20.416558675095,72.836215755814,0,0.00,04-02-2017,---,---,Parimal Clean Energy Systems Pvt. Limited
36195,3.00,ANDHRA PRADESH,Krishna,17.097075821348,80.615618750398,0,0.00,10-03-2017,---,---,GREEN SECURE ENERGY PVT LTD
36194,30.00,MAHARASHTRA,Thane,19.385723700163,72.833205163478,0,0.00,01-04-2017,---,---,SOLGEN GREENTECH LLP
36191,15.00,MAHARASHTRA,Mumbai,19.016275130535,73.042420148849,0,0.00,30-11-2016,---,---,Switching AVO Electro Power Ltd.
36190,26.00,ORISSA,Sundargarh,21.901039566245,85.229728398844,0,0.00,31-03-2016,---,---,Switching AVO Electro Power Ltd.
36188,5.00,ANDHRA PRADESH,Krishna,17.067384539803,80.394014641588,450000,0.00,01-04-2017,---,---,GREEN SECURE ENERGY PVT LTD
36185,10.00,WEST BENGAL,Kolkata,22.4960852,88.350082400000,0,0.00,30-09-2016,---,---,Switching AVO Electro Power Ltd.
36184,21.00,WEST BENGAL,Kolkata,22.548838522067,88.356271237134,0,0.00,30-05-2016,---,---,Switching AVO Electro Power Ltd.
36183,120.00,TAMIL NADU,Chennai,13.092002881860,80.166265368461,0,0.00,01-01-2016,---,---,Switching AVO Electro Power Ltd.
36177,7.50,TAMIL NADU,Chennai,13.115588880586,80.147162382490,0,0.00,02-02-2017,---,---,VISALAM ENERGY PRIVATE LIMITED
36171,50.00,MAHARASHTRA,Nagpur,28.587884456751,77.234297275581,0,0.00,25-04-2017,---,---,SAI ENTERPRISES
36168,250.10,RAJASTHAN,Bhilwara,25.505321589804,74.596406221389,0,0.00,23-03-2017,---,---,ROOFSOL ENERGY PRIVATE LIMITED
36163,2.00,GUJARAT,Vadodara,22.282266996664,73.164196051593,138000,41400.00,20-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
36160,16.74,MAHARASHTRA,Mumbai,19.163975950644,72.939324080944,0,0.00,25-03-2017,---,---,ROOFSOL ENERGY PRIVATE LIMITED
36158,6.00,GUJARAT,Vadodara,22.257028549229,73.174989260710,414000,124200.00,15-09-2016,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
36157,297.00,PUNJAB,Patiala,30.394815739810,76.664629597216,0,0.00,16-09-2016,---,---,VISALAM ENERGY PRIVATE LIMITED
36148,128.10,MAHARASHTRA,Mumbai,19.164282512197,72.939336150884,0,0.00,29-03-2017,---,---,ROOFSOL ENERGY PRIVATE LIMITED
36144,2.00,GUJARAT,Vadodara,19.205693480856,73.094912990927,0,0.00,16-03-2017,---,---,TITLIS ENGG & PROJECTS PRIVATE LIMITED
36142,130.20,MAHARASHTRA,Mumbai,19.084715444439,73.129376191645,0,0.00,29-03-2017,---,---,ROOFSOL ENERGY PRIVATE LIMITED
36139,2.00,GUJARAT,The Dangs,22.347030099999,73.186584400000,138000,62100.00,02-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
36128,3.00,GUJARAT,Vadodara,22.32054,73.129612800000,207000,62100.00,05-02-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
36123,196.56,MAHARASHTRA,Mumbai,19.092536654238,73.124002218246,0,0.00,29-03-2017,---,---,ROOFSOL ENERGY PRIVATE LIMITED
36116,15.00,RAJASTHAN,Alwar,27.569328267218,76.613371610674,900000,0.00,19-05-2017,---,---,Fidus Energy Systems
36106,82.36,MAHARASHTRA,Mumbai,19.109533243436,72.883193492889,0,0.00,17-03-2017,---,---,ROOFSOL ENERGY PRIVATE LIMITED
36100,4.96,RAJASTHAN,Jaipur,26.894202,75.745675,339016,101704.00,01-02-2017,03/106/2015-16/GCRT/(Part),2016-2017,Rajasthan Renewable Energy Corporation Limited (RRECL)
36098,2.00,GUJARAT,Vadodara,22.3338348,73.179376899999,138000,41400.00,30-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
36096,60.00,ANDHRA PRADESH,West Godavari,16.710660,81.095243,4140000,1242000.00,02-02-2017,5/38/2013-14/RT,2014-2015,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
36094,3.00,NCT OF DELHI,New Delhi,28.5351501,77.243289499999,201000,0.00,09-06-2017,---,---,BHAMBRI ENTERPRISES
36091,30.00,ANDHRA PRADESH,West Godavari,16.710660,81.095243,2100000,630000.00,02-02-2017,03/73/2015-16/GCRT,2015-2016,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
36070,2.00,GUJARAT,Vadodara,22.2756202,73.179028099999,138000,41400.00,24-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
36065,6.00,HARYANA,Sonipat,29.091987350686,77.060180962134,0,0.00,20-01-2017,---,---,Ecoleaf Energies Private Limited
36064,99.84,TAMIL NADU,Salem,28.588569505238,77.234180063014,7540919,2396160.00,29-06-2016,03/106/2015-16/GCRT/(Part),2016-2017,Tamil Nadu Energy Development Agency (TEDA)
36062,50.00,KARNATAKA,Bangalore,12.936244112763,77.600501775741,0,0.00,18-03-2015,---,---,IC INDIA PVT LTD
36060,15.00,GUJARAT,Ahmadabad,23.139727737190,72.542583961039,1080000,0.00,01-04-2017,---,---,AMRUT ENERGY PVT LTD
36055,1.00,KARNATAKA,Bangalore,13.0019142,77.571336400000,0,0.00,17-05-2017,---,---,NANO SCIENCES AND OZONE TECHNOLOGIES PVT.LTD
36053,3.00,KERALA,Kollam,8.865482,76.670147499999,180369,72000.00,04-08-2016,5/38/2013-14/RT,2014-2015,"Agency for Non-Conventional Energy and  Rural Technology (ANERT),"
36044,3.00,KARNATAKA,Bangalore,12.9306048,77.5433739,0,0.00,03-06-2017,---,---,NANO SCIENCES AND OZONE TECHNOLOGIES PVT.LTD
36042,50.00,MEGHALAYA,West Garo Hills,25.7207039,90.194375400000,7434500,0.00,31-05-2017,---,---,NATSAKEE INCORPORATION
36039,10.00,HARYANA,Gurgaon,28.266890300538,76.871401425451,0,0.00,10-04-2017,---,---,Babylonian Technologies India Private Limited
36038,5.00,KARNATAKA,Bangalore,12.914445,77.613311,0,0.00,11-04-2017,---,---,NANO SCIENCES AND OZONE TECHNOLOGIES PVT.LTD
36037,1.00,GUJARAT,Vadodara,22.289087147117,73.234266079939,69000,20700.00,24-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
36036,5.00,KARNATAKA,Bangalore,13.116612,77.583058400000,0,0.00,23-07-2013,---,---,VISTAR ELECTRONICS PVT LTD
36034,3.00,KARNATAKA,Bangalore,12.86565,77.818718799999,0,0.00,22-05-2017,---,---,NANO SCIENCES AND OZONE TECHNOLOGIES PVT.LTD
36005,6.00,ANDHRA PRADESH,Guntur,16.3067,80.4365,679500,135000.00,22-04-2017,5/38/2013-14/RT,2014-2015,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
36003,1.00,HARYANA,Gurgaon,28.451679074349,77.066772579273,90000,0.00,18-06-2017,---,---,Sirmouri Partners Pvt Ltd
36000,25.00,KERALA,Kollam,8.9132202999999,77.0636419,1890000,567000.00,13-07-2016,5/38/2013-14/RT,2014-2015,"Agency for Non-Conventional Energy and  Rural Technology (ANERT),"
35999,3.00,NCT OF DELHI,Central,28.644399238085,77.189178024418,320000,0.00,01-06-2017,---,---,NAVAID ENERGY PVT LTD
35994,10.00,PUNJAB,Ludhiana,30.916450852883,75.816513011232,0,0.00,14-04-2017,---,---,AMPSOLAR INDIA PRIVATE LIMITED
35993,10.00,KERALA,Ernakulam,10.00,76.21,0,0.00,18-05-2017,---,---,TeamSustain
35989,20.00,RAJASTHAN,Alwar,27.9431282,76.346906999999,0,0.00,10-05-2015,---,---,RODEX SOLAR ENERGY PVT LTD
35985,150.00,ANDHRA PRADESH,East Godavari,16.84,82.01,9515000,2854500.00,05-05-2017,5/38/2013-14/RT,2014-2015,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
35980,9.92,RAJASTHAN,Jaipur,26.892489,75720627,678032,203410.00,08-02-2017,03/106/2015-16/GCRT/(Part),2016-2017,Rajasthan Renewable Energy Corporation Limited (RRECL)
35978,20.00,ANDHRA PRADESH,Krishna,16.3675,80.8435,1400000,420000.00,06-03-2017,03/73/2015-16/GCRT,2015-2016,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
35975,9.92,RAJASTHAN,Jaipur,26.833138,75.791977,678032,203410.00,08-02-2017,03/106/2015-16/GCRT/(Part),2016-2017,Rajasthan Renewable Energy Corporation Limited (RRECL)
35974,30.00,ANDHRA PRADESH,Krishna,16.3675,80.8435,2100000,630000.00,06-03-2017,03/73/2015-16/GCRT,2015-2016,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
35966,5.00,ANDHRA PRADESH,West Godavari,17.2116,81.5473,370014,111004.00,15-02-2017,03/73/2015-16/GCRT,2015-2016,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
35954,50.00,KARNATAKA,Bangalore,13.430959756513,77.757945097982,0,0.00,22-06-2016,---,---,IC INDIA PVT LTD
35950,5.00,KARNATAKA,Bangalore,12.912630606264,77.545192991383,0,0.00,07-06-2017,---,---,Bunt solar India Pvt Ltd
35948,4.96,RAJASTHAN,Jaipur,26.8520,75.7816,339016,101705.00,08-02-2017,03/106/2015-16/GCRT/(Part),2016-2017,Rajasthan Renewable Energy Corporation Limited (RRECL)
35946,10.00,PUNJAB,Sangrur,30.2457963,75.842071600000,850000,225000.00,16-09-2016,03/73/2015-16/GCRT,2015-2016,Punjab Energy Development Agency (PEDA)
35944,3.00,PUNJAB,Gurdaspur,32.0419424,75.405336700000,225000,67500.00,06-02-2017,03/73/2015-16/GCRT,2015-2016,Punjab Energy Development Agency (PEDA)
35844,3.00,GUJARAT,Vadodara,22.298041194485,73.170847929991,207000,62100.00,08-03-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
35839,275.00,TELANGANA,Rangareddy,17.5468238,78.376814500000,0,7425000.00,28-12-2016,5/16/2013-14/GCRT,2013-2014,Solar Energy Corporation of India
35836,5.00,CHANDIGARH,Chandigarh,30.743184999999,76.802711600000,403750,112500.00,24-02-2017,03/106/2015-16/GCRT,2016-2017,"Chandigarh Renewable Energy, Science & Technology Promotion Society (CREST)"
35815,100.00,CHHATTISGARH,Durg,21.235037341658,81.344227194786,7290000,2187000.00,24-11-2016,03/106/2015-16/GCRT (Part),2016-2017,Chattisgarh State Renewable Energy Development Agency (CREDA)
35808,1000.00,TAMIL NADU,Chennai,13.073092,80.193948399999,0,27000000.00,03-12-2016,5/16/2013-14/GCRT,2013-2014,Solar Energy Corporation of India
35788,5.00,TELANGANA,Rangareddy,17.567229913093,78.491332833655,405000,0.00,03-05-2017,---,---,Zolt Energy Private Limited
35785,5.00,TELANGANA,Rangareddy,17.568469892313,78.489607879891,405000,0.00,03-05-2017,---,---,Zolt Energy Private Limited
35769,3.00,CHANDIGARH,Chandigarh,30.7640796,76.792076899999,240000,67500.00,12-04-2017,03/106/2015-16/GCRT,2016-2017,"Chandigarh Renewable Energy, Science & Technology Promotion Society (CREST)"
35762,20.00,CHANDIGARH,Chandigarh,30.733331999999,76.767556300000,1500000,450000.00,12-05-2017,03/106/2015-16/GCRT,2016-2017,"Chandigarh Renewable Energy, Science & Technology Promotion Society (CREST)"
35760,20.00,MAHARASHTRA,Pune,18.513711358544,73.697171299718,1120000,0.00,10-06-2017,---,---,Indus Instruments Pvt Ltd
35667,16.00,GUJARAT,Vadodara,22.29873,73.176539000000,896000,0.00,16-06-2017,---,---,Meera Sun Energies
35658,50.00,MAHARASHTRA,Ahmadnagar,19.252158863284,74.683665275879,0,0.00,19-06-2017,---,---,Agrovision Green Energy Private limited
35657,2.00,RAJASTHAN,Hanumangarh,29.104919,75.162154,136700,41010.00,13-04-2017,03/106/2015-16/GCRT/(Part),2016-2017,Rajasthan Renewable Energy Corporation Limited (RRECL)
35655,5.00,TELANGANA,Hyderabad,17.3700136,78.426229199999,375000,0.00,03-04-2017,---,---,Zolt Energy Private Limited
35654,3.00,RAJASTHAN,Ganganagar,29.0273,73.0789,202050,61515.00,13-04-2017,03/106/2015-16/GCRT/(Part),2016-2017,Rajasthan Renewable Energy Corporation Limited (RRECL)
35651,5.00,RAJASTHAN,Hanumangarh,29.104365,75.165693,341750,102525.00,13-04-2017,03/106/2015-16/GCRT/(Part),2016-2017,Rajasthan Renewable Energy Corporation Limited (RRECL)
35648,250.00,JHARKHAND,Ranchi,23.3160493,85.322193299999,18992500,5697750.00,18-04-2016,5/16/2013-14/GCRT,2013-2014,Solar Energy Corporation of India
35641,10.00,RAJASTHAN,Hanumangarh,26.8696972,75.7751361,683500,205050.00,13-04-2017,03/106/2015-16/GCRT/(Part),2016-2017,Rajasthan Renewable Energy Corporation Limited (RRECL)
35590,170.00,HARYANA,Rewari,28.0995363,76.5972094,0,0.00,04-06-2017,---,---,AMPSOLAR INDIA PRIVATE LIMITED
35584,5.00,RAJASTHAN,Ganganagar,29.31,73.89,341750,102525.00,13-04-2017,03/106/2015-16/GCRT/(Part),2016-2017,Rajasthan Renewable Energy Corporation Limited (RRECL)
35583,3.00,PUNJAB,Ludhiana,30.900965,75.857275800000,285000,67500.00,09-02-2017,03/73/2015-16/GCRT,2015-2016,Punjab Energy Development Agency (PEDA)
35581,40.00,KERALA,Ernakulam,9.9854601000000,76.278617199999,3200000,883839.00,10-02-2017,5/38/2013-14/RT,2014-2015,"Agency for Non-Conventional Energy and  Rural Technology (ANERT),"
35579,5.00,RAJASTHAN,Ganganagar,26.869697,75.7751361,341750,102525.00,13-04-2017,03/106/2015-16/GCRT/(Part),2016-2017,Rajasthan Renewable Energy Corporation Limited (RRECL)
35577,5.00,PUNJAB,Ludhiana,30.900965,75.857275800000,380000,112500.00,09-02-2017,03/73/2015-16/GCRT,2015-2016,Punjab Energy Development Agency (PEDA)
35568,3.10,PUNJAB,Sahibzada Ajit Singh Nagar,30.7046486,76.717872599999,275000,69750.00,27-12-2016,03/73/2015-16/GCRT,2015-2016,Punjab Energy Development Agency (PEDA)
35564,219.00,BIHAR,Patna,25.590692699999,85.088039400000,16637430,4991229.00,04-05-2016,5/16/2013-14/GCRT,2013-2014,Solar Energy Corporation of India
35561,9.45,TELANGANA,Hyderabad,17.467126619701,78.376110205426,640000,0.00,01-04-2017,---,---,Zolt Energy Private Limited
35558,4.00,ANDHRA PRADESH,Krishna,16.490575546376,80.659217834472,302813,84000.00,09-05-2017,03/73/2015-16/GCRT,2015-2016,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
35547,78.12,MAHARASHTRA,Nashik,28.589989361172,77.230108492076,0,0.00,27-03-2017,---,---,SOLFREEDOM POWER LIMITED
35544,5.00,ANDHRA PRADESH,East Godavari,17.018378744028,82.194900512695,370000,111000.00,16-05-2017,03/73/2015-16/GCRT,2015-2016,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
35541,5.00,ANDHRA PRADESH,East Godavari,16.974547040266,82.230262756347,370000,111000.00,25-05-2017,03/73/2015-16/GCRT,2015-2016,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
35537,5.00,ANDHRA PRADESH,Guntur,16.290318418345,80.439491271972,370000,111004.00,14-12-2016,03/73/2015-16/GCRT,2015-2016,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
35535,5.00,KARNATAKA,Bangalore,12.959685032159,77.530047898180,0,0.00,06-04-2017,---,---,Bunt solar India Pvt Ltd
35528,10.00,ANDHRA PRADESH,Krishna,16.506174,80.648015,710000,213000.00,30-12-2016,5/38/2013-14/RT,2014-2015,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
35525,8.00,PUNJAB,Faridkot,30.678187,74.739559099999,627000,180000.00,05-10-2016,03/73/2015-16/GCRT,2015-2016,Punjab Energy Development Agency (PEDA)
35524,170.00,TELANGANA,Rangareddy,17.45,78.37,11123100,1668465.00,17-12-2016,5/16/2013-14/GCRT,2013-2014,Solar Energy Corporation of India
35520,5.00,PUNJAB,Faridkot,30.678187,74.739559099999,420000,112500.00,15-09-2016,03/73/2015-16/GCRT,2015-2016,Punjab Energy Development Agency (PEDA)
35515,79.98,NCT OF DELHI,New Delhi,28.58895,77.038921999999,5040000,1512000.00,14-12-2016,5/16/2013-14/GCRT,2013-2014,Solar Energy Corporation of India
35512,40.00,TAMIL NADU,Tiruppur,11.015965167238,77.551665455102,2480000,0.00,19-06-2017,---,---,LOTUS SOLAR ENERGIES
35510,150.00,UTTAR PRADESH,Noida,28.5042074,77.479232000000,10950000,3285000.00,12-12-2016,5/16/2013-14/GCRT,2013-2014,Solar Energy Corporation of India
35384,4.96,HARYANA,Panchkula,30.671415261581,76.858387757074,370000,99200.00,01-04-2017,03/106/2015-16/GCRT,2016-2017,Haryana Renewable Energy Development Agency (HAREDA)
35381,5.00,HARYANA,Panchkula,30.6731746,76.856636799999,350000,100000.00,20-04-2017,03/106/2015-16/GCRT,2016-2017,Haryana Renewable Energy Development Agency (HAREDA)
35341,15.00,RAJASTHAN,Jaipur,26.957,75.841,948750,284625.00,18-05-2017,03/106/2015-16/GCRT/(Part),2016-2017,Rajasthan Renewable Energy Corporation Limited (RRECL)
35313,23.00,MAHARASHTRA,Pune,18.497504,73.921029999999,0,0.00,25-01-2017,---,---,Soman Electromech Engineers Private Limited
35280,20.00,RAJASTHAN,Nagaur,27.514470,74.474784,1265000,379500.00,21-04-2017,03/106/2015-16/GCRT/(Part),2016-2017,Rajasthan Renewable Energy Corporation Limited (RRECL)
35263,50.00,RAJASTHAN,Udaipur,24.5176053,73.7515932,3162500,948750.00,10-05-2017,03/106/2015-16/GCRT/(Part),2016-2017,Rajasthan Renewable Energy Corporation Limited (RRECL)
35255,3.00,ANDHRA PRADESH,West Godavari,16.9929779,81.666768400000,235550,67500.00,02-05-2017,03/73/2015-16/GCRT,2015-2016,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
